epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,30.7102,1.76253,3.07491,1.66953,0.59772,0.55422,0.54116,0.26689,1.81957,2.73248,1.41967,0.00995708,0.00331903,0.00995708,0.00331903,0.00995708,0.00331903,0.00995708,0.00331903
2,53.8298,1.62667,2.19257,1.58095,0.39703,0.46586,0.35628,0.14869,2.00173,2.37797,1.57384,0.0198912,0.00663041,0.0198912,0.00663041,0.0198912,0.00663041,0.0198912,0.00663041
3,76.8662,1.72471,1.8743,1.66217,0.65016,0.46185,0.50312,0.21506,2.05727,1.92301,1.58346,0.0297594,0.00991979,0.0297594,0.00991979,0.0297594,0.00991979,0.0297594,0.00991979
4,100.463,1.74403,1.75006,1.69892,0.67653,0.61044,0.58875,0.27149,2.14807,1.74643,1.66574,0.029703,0.009901,0.029703,0.009901,0.029703,0.009901,0.029703,0.009901
5,121.778,1.64306,1.62306,1.63082,0.69821,0.57608,0.60477,0.30302,1.90233,1.64057,1.4706,0.029604,0.009868,0.029604,0.009868,0.029604,0.009868,0.029604,0.009868
6,143.401,1.59022,1.54924,1.59357,0.77532,0.63052,0.66045,0.35874,1.77463,1.62136,1.40128,0.029505,0.009835,0.029505,0.009835,0.029505,0.009835,0.029505,0.009835
7,164.895,1.52622,1.50874,1.54686,0.7441,0.67068,0.65314,0.34891,1.78941,1.54943,1.46267,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802
8,187.225,1.45904,1.43453,1.50435,0.70544,0.66667,0.65583,0.37297,1.71397,1.4689,1.38148,0.029307,0.009769,0.029307,0.009769,0.029307,0.009769,0.029307,0.009769
9,209.177,1.42299,1.39316,1.48318,0.72446,0.6988,0.6645,0.37698,1.6359,1.46456,1.36101,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736
10,231.181,1.39448,1.3536,1.47459,0.76971,0.68273,0.67529,0.39127,1.65914,1.41691,1.35376,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
11,253.131,1.34331,1.30048,1.4392,0.81945,0.67442,0.7044,0.43025,1.52016,1.33197,1.31373,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967
12,274.644,1.27942,1.24005,1.41183,0.8288,0.69076,0.71634,0.43478,1.58834,1.28464,1.36628,0.028911,0.009637,0.028911,0.009637,0.028911,0.009637,0.028911,0.009637
13,296.211,1.22972,1.16694,1.39017,0.84328,0.71311,0.71954,0.45208,1.44711,1.25542,1.23499,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
14,317.731,1.20727,1.12829,1.37998,0.82225,0.68675,0.7391,0.46119,1.52432,1.17645,1.26864,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571
15,339.575,1.17037,1.10032,1.36246,0.8772,0.71717,0.76558,0.47754,1.45097,1.16689,1.25871,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538
16,361.036,1.15567,1.07905,1.36296,0.88529,0.71288,0.7631,0.51116,1.38292,1.04193,1.24877,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
