epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,89.9926,1.34141,2.98598,0.02402,0.80566,0.63855,0.73333,0.47923,1.41608,1.22256,0.02259,0.00995708,0.00331903,0.00995708,0.00331903,0.00995708,0.00331903,0.00995708,0.00331903
2,163.347,1.33905,1.19179,0.02211,0.67781,0.65462,0.67415,0.42253,1.51858,1.34118,0.02612,0.0198912,0.00663041,0.0198912,0.00663041,0.0198912,0.00663041,0.0198912,0.00663041
3,234.467,1.58369,1.3599,0.02748,0.72712,0.61044,0.64784,0.31844,1.9594,1.67618,0.03439,0.0297594,0.00991979,0.0297594,0.00991979,0.0297594,0.00991979,0.0297594,0.00991979
4,304.843,1.76844,1.48009,0.03145,0.67016,0.57934,0.62946,0.31617,1.87695,1.65842,0.03569,0.029703,0.009901,0.029703,0.009901,0.029703,0.009901,0.029703,0.009901
5,375.377,1.69818,1.40075,0.02913,0.70314,0.67068,0.65147,0.35224,1.84511,1.40132,0.03177,0.029604,0.009868,0.029604,0.009868,0.029604,0.009868,0.029604,0.009868
6,445.702,1.62024,1.30505,0.02759,0.74025,0.64092,0.69345,0.3739,1.71685,1.41458,0.0293,0.029505,0.009835,0.029505,0.009835,0.029505,0.009835,0.029505,0.009835
7,515.962,1.55562,1.20701,0.02557,0.88488,0.65863,0.74796,0.45682,1.5864,1.26958,0.02787,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802
8,586.208,1.50226,1.10633,0.02437,0.69267,0.71084,0.70603,0.39743,1.66745,1.2802,0.02797,0.029307,0.009769,0.029307,0.009769,0.029307,0.009769,0.029307,0.009769
9,656.33,1.44953,1.06866,0.02347,0.75859,0.71486,0.75835,0.47605,1.60404,1.11529,0.0279,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736
10,726.865,1.40982,1.07417,0.02282,0.74102,0.75904,0.76109,0.46209,1.61828,1.15307,0.02858,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
11,797.728,1.35909,1.02164,0.02112,0.73963,0.70281,0.73734,0.4851,1.38951,1.19847,0.02293,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967
12,867.994,1.34791,1.0096,0.0209,0.80034,0.70835,0.74641,0.48273,1.59373,1.17189,0.02863,0.028911,0.009637,0.028911,0.009637,0.028911,0.009637,0.028911,0.009637
13,938.217,1.31782,0.98643,0.02054,0.80014,0.71084,0.77172,0.52032,1.42416,1.15307,0.0237,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
14,1008.61,1.28695,0.94237,0.01956,0.7817,0.751,0.77281,0.50215,1.45675,1.15063,0.02597,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571
15,1079.04,1.29266,0.93924,0.01961,0.79079,0.72864,0.77678,0.48997,1.49966,1.08985,0.02501,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538
16,1149.3,1.28069,0.90226,0.01985,0.75824,0.74297,0.73679,0.47062,1.59868,1.10797,0.02691,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
17,1219.59,1.24843,0.87369,0.01896,0.78413,0.75904,0.75038,0.48734,1.46896,1.14003,0.0234,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472
18,1289.86,1.24146,0.85292,0.01927,0.82793,0.72691,0.76475,0.51196,1.37943,1.07484,0.02339,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439
19,1360.23,1.21392,0.84957,0.01831,0.76501,0.73896,0.77061,0.52079,1.35872,1.10224,0.02298,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
20,1430.49,1.18697,0.85414,0.01801,0.76304,0.7751,0.76165,0.51017,1.41292,1.1498,0.02174,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373
21,1500.74,1.16768,0.81581,0.01767,0.81767,0.73494,0.75524,0.49691,1.48818,1.08438,0.02327,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934
22,1571.04,1.1547,0.78716,0.0172,0.78223,0.74699,0.75754,0.4946,1.53856,1.14201,0.02463,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
23,1641.38,1.13717,0.77856,0.01709,0.75334,0.73596,0.74637,0.49554,1.4578,1.17483,0.02499,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
24,1711.59,1.13607,0.78541,0.01675,0.82495,0.72691,0.75695,0.51016,1.40855,1.04412,0.02295,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241
25,1781.79,1.13595,0.78688,0.01677,0.80412,0.75839,0.76781,0.52402,1.36076,1.09374,0.02212,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
26,1852.21,1.11677,0.7443,0.01673,0.8213,0.70141,0.77866,0.54167,1.40986,1.08537,0.02221,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
27,1922.53,1.09494,0.72906,0.01604,0.82546,0.72177,0.76583,0.53407,1.31534,1.04332,0.02237,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
28,1992.7,1.09561,0.73319,0.0159,0.81535,0.71888,0.75568,0.53752,1.2879,1.06896,0.02099,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
29,2062.86,1.09177,0.69795,0.01579,0.89519,0.68604,0.78217,0.55828,1.19361,1.05729,0.01969,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
30,2133.16,1.09668,0.72655,0.01593,0.76088,0.70285,0.73829,0.51582,1.29641,1.11661,0.0219,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043
31,2203.49,1.08174,0.72165,0.01582,0.76842,0.74626,0.76469,0.51273,1.40699,1.05965,0.02325,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,2273.65,1.06265,0.70745,0.01543,0.87817,0.74297,0.78682,0.54768,1.32356,0.95989,0.02149,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,2343.88,1.03796,0.68635,0.0149,0.84934,0.7698,0.80657,0.55278,1.29604,1.00156,0.02217,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,2414.04,1.05416,0.66862,0.01508,0.89242,0.76707,0.79261,0.55672,1.29612,1.01797,0.02217,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,2484.54,1.03241,0.65134,0.01455,0.87329,0.72289,0.78666,0.55156,1.31683,1.01019,0.02038,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,2554.82,1.02343,0.63042,0.0147,0.90903,0.6988,0.81039,0.57822,1.20357,1.01951,0.01934,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,2625.12,1.03162,0.62288,0.01474,0.85977,0.71408,0.77381,0.54614,1.30068,1.04397,0.02091,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,2695.37,1.00347,0.62957,0.01402,0.81523,0.71888,0.74686,0.54414,1.28057,1.025,0.02074,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,2765.73,0.99252,0.64121,0.01402,0.87176,0.73715,0.79227,0.58189,1.22756,0.96772,0.01957,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,2836.05,0.98615,0.59873,0.01374,0.83129,0.73896,0.75241,0.53873,1.29832,1.11167,0.02183,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,2906.1,0.99949,0.62135,0.01416,0.83655,0.73092,0.76902,0.54854,1.27146,1.072,0.02183,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,2976.1,0.9909,0.61666,0.01376,0.85105,0.71137,0.7667,0.56375,1.22918,1.05758,0.02034,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
