epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
136,2090.94,0.34781,0.45726,0.23139,0.89566,0.7751,0.84374,0.67647,0.26061,0.44574,0.19603,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,2251.55,0.3536,0.45412,0.22783,0.8668,0.77912,0.82811,0.66626,0.26636,0.46249,0.19641,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,2412.12,0.36109,0.43701,0.23155,0.8808,0.77912,0.82268,0.65904,0.27096,0.46768,0.20729,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,2572.08,0.3371,0.42878,0.21721,0.85822,0.79518,0.82362,0.66204,0.26611,0.45833,0.19613,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,2732.48,0.34417,0.42681,0.22046,0.87319,0.80198,0.82519,0.66158,0.27528,0.45518,0.21228,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,2892.99,0.34225,0.42303,0.21965,0.8801,0.77912,0.82584,0.66094,0.26798,0.46526,0.20258,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,3054,0.33158,0.41153,0.21361,0.8885,0.80321,0.83436,0.65449,0.27312,0.47413,0.20098,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,3214.37,0.3356,0.42171,0.21208,0.8541,0.79934,0.83976,0.64618,0.28882,0.46685,0.20873,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,3374.96,0.32577,0.40627,0.21405,0.84057,0.80723,0.8388,0.64851,0.27422,0.46269,0.19054,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,3535.83,0.32926,0.40562,0.20938,0.85959,0.78677,0.8316,0.64016,0.28366,0.48485,0.20551,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,3698.88,0.32989,0.40834,0.20436,0.86792,0.78313,0.83224,0.64445,0.27642,0.46801,0.21224,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,3858.86,0.31683,0.39858,0.20544,0.89092,0.77912,0.83851,0.65295,0.26908,0.47187,0.20742,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,4018.81,0.31672,0.3974,0.19653,0.85407,0.77566,0.84188,0.66656,0.26573,0.4514,0.20232,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,4179.53,0.32778,0.39907,0.20101,0.88119,0.77441,0.83687,0.6555,0.27402,0.46884,0.21391,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,4340.44,0.3178,0.38603,0.19969,0.87147,0.78715,0.82876,0.65352,0.2771,0.46973,0.22809,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,4505.38,0.31597,0.38709,0.19047,0.90827,0.75553,0.82979,0.6642,0.26734,0.4622,0.2221,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,4669.47,0.30592,0.38417,0.18927,0.85713,0.77097,0.8281,0.66595,0.27167,0.44286,0.2277,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,4830.04,0.31432,0.37847,0.19189,0.88322,0.78974,0.82607,0.66956,0.26789,0.45367,0.21114,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,160.724,0.45967,1.02004,0.42052,0.895,0.75313,0.83049,0.64126,0.30004,0.49798,0.23276,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,322.524,0.35569,0.54361,0.29033,0.9249,0.75502,0.83503,0.65135,0.29259,0.49992,0.22123,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,485.203,0.36202,0.51994,0.27276,0.89463,0.77108,0.83811,0.66283,0.27759,0.4678,0.22021,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,649.511,0.34408,0.50556,0.25752,0.88333,0.78313,0.84101,0.68049,0.26397,0.45184,0.21287,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,812.127,0.33285,0.48425,0.25598,0.89365,0.78313,0.83923,0.68106,0.25152,0.45905,0.19668,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,975.872,0.32676,0.4781,0.24754,0.88112,0.77912,0.84031,0.68628,0.24748,0.45178,0.20093,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,1138.51,0.3501,0.48476,0.24632,0.86395,0.77912,0.83928,0.68548,0.255,0.4519,0.19647,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,1300.35,0.31954,0.46728,0.23138,0.89645,0.76486,0.84769,0.68438,0.2585,0.44607,0.20713,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,1461.83,0.3167,0.45483,0.22252,0.90167,0.77335,0.85195,0.68476,0.26289,0.44723,0.20693,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,1623.43,0.31857,0.45407,0.22508,0.88194,0.78001,0.84842,0.68379,0.25974,0.44789,0.1986,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,1788.87,0.32111,0.44826,0.22433,0.86837,0.79481,0.85126,0.68948,0.25818,0.44334,0.2045,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,1951.33,0.31149,0.44308,0.22006,0.90936,0.77108,0.84772,0.68639,0.2623,0.43494,0.19914,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,2112.7,0.3166,0.43877,0.2176,0.888,0.78313,0.84813,0.68079,0.26088,0.44803,0.20052,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,2274.57,0.32861,0.44263,0.21736,0.89437,0.7821,0.84568,0.68162,0.26154,0.44088,0.20236,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,2436.37,0.3057,0.42353,0.20764,0.90789,0.7751,0.84233,0.67547,0.26614,0.43917,0.21318,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,2598.28,0.30109,0.4215,0.19562,0.89232,0.76544,0.83617,0.67185,0.26523,0.44024,0.20553,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,2761.53,0.30771,0.41079,0.20206,0.84241,0.80723,0.83204,0.66941,0.2688,0.44109,0.22201,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,2923.8,0.29555,0.41222,0.19976,0.85175,0.78448,0.82878,0.67188,0.2614,0.46119,0.21217,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,3084.9,0.29287,0.40999,0.19319,0.84352,0.80321,0.82049,0.6678,0.26,0.4683,0.21608,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,3246.08,0.28982,0.40537,0.19362,0.85196,0.7992,0.8241,0.6691,0.25518,0.46767,0.2133,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,3408.34,0.28411,0.3935,0.18832,0.85763,0.78715,0.82799,0.67004,0.25541,0.4651,0.20867,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,3569.78,0.28347,0.39255,0.18741,0.84233,0.79384,0.83624,0.67774,0.2582,0.45594,0.21198,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,3731.91,0.28098,0.3951,0.19002,0.84233,0.79386,0.83283,0.67362,0.25696,0.46035,0.22052,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,3893.69,0.2931,0.38527,0.18919,0.83526,0.79518,0.83049,0.67161,0.25,0.46748,0.21751,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,4055.49,0.28463,0.37654,0.18276,0.83637,0.80059,0.8341,0.67765,0.2543,0.45872,0.21534,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,4217.39,0.26454,0.36462,0.17485,0.83182,0.80723,0.82809,0.66539,0.25988,0.46952,0.221,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,4378.92,0.28008,0.3667,0.18004,0.87755,0.7751,0.82094,0.66242,0.2697,0.46337,0.23188,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,185.97,0.46023,1.08654,0.42856,0.89342,0.7751,0.83699,0.67122,0.25106,0.48329,0.19819,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,375.467,0.32909,0.52542,0.27304,0.89672,0.78715,0.84156,0.67747,0.25673,0.47736,0.20615,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,565.993,0.32809,0.49712,0.25994,0.91193,0.77108,0.84759,0.68148,0.25825,0.44873,0.20901,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,756.187,0.30303,0.4922,0.23771,0.90413,0.7575,0.8463,0.68038,0.25963,0.45395,0.20669,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,946.319,0.30263,0.47428,0.23051,0.88781,0.76305,0.84599,0.68026,0.25922,0.45907,0.20453,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,1134.65,0.31695,0.47191,0.2299,0.87249,0.77108,0.84769,0.6808,0.25838,0.45351,0.19404,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,1321.85,0.30558,0.45722,0.23386,0.85958,0.7992,0.84555,0.68089,0.25978,0.44814,0.20261,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,1509.53,0.30004,0.45933,0.223,0.88247,0.79116,0.84401,0.68535,0.25892,0.44454,0.19626,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,1697.85,0.29031,0.4421,0.20943,0.87044,0.7992,0.84577,0.68605,0.25449,0.4476,0.19981,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,1884.82,0.29461,0.42943,0.21454,0.86118,0.79722,0.8422,0.68771,0.25189,0.44191,0.19069,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,2073.16,0.28747,0.42356,0.21227,0.84199,0.8132,0.8525,0.69228,0.25036,0.43839,0.19616,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,2262.69,0.28737,0.41748,0.20843,0.89445,0.78275,0.85079,0.69252,0.2484,0.43898,0.18612,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,2450.37,0.2757,0.41547,0.20186,0.8587,0.7992,0.8455,0.68802,0.2523,0.43541,0.1991,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,2637.54,0.28095,0.41971,0.19871,0.88258,0.78313,0.84932,0.6924,0.24961,0.42765,0.19912,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,2825.41,0.27566,0.40845,0.196,0.88758,0.78313,0.85067,0.69365,0.24822,0.43606,0.19565,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,3013.49,0.26288,0.3939,0.18881,0.86258,0.80668,0.85136,0.69206,0.25229,0.43157,0.20323,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,3201.59,0.27195,0.40251,0.18519,0.88718,0.78954,0.85131,0.69265,0.24989,0.43367,0.20424,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,3389.25,0.26646,0.38872,0.1864,0.88525,0.78313,0.84888,0.69216,0.25011,0.43242,0.20337,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,3576.67,0.26078,0.39224,0.18037,0.90127,0.77912,0.84652,0.69203,0.24827,0.44034,0.20207,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,3763.99,0.2537,0.38656,0.17545,0.89696,0.77912,0.84759,0.69004,0.25015,0.44045,0.20383,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,3952.04,0.2575,0.37322,0.17876,0.88188,0.77958,0.84671,0.68879,0.24631,0.44414,0.20039,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,4140.75,0.25929,0.37172,0.17576,0.88408,0.77912,0.84745,0.6903,0.2428,0.45388,0.19642,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,4328.8,0.24774,0.37274,0.17319,0.89008,0.78046,0.84544,0.68941,0.24274,0.45459,0.19637,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,4516.22,0.2532,0.36631,0.17027,0.87861,0.78483,0.84453,0.68472,0.24434,0.45606,0.1918,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,4703.85,0.24898,0.35827,0.16415,0.87187,0.79249,0.84399,0.6822,0.24441,0.46304,0.19451,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,4890.68,0.25795,0.36557,0.16975,0.86763,0.79518,0.84419,0.68161,0.24494,0.46257,0.19827,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,5078.02,0.24865,0.34495,0.16319,0.85685,0.79518,0.84094,0.68,0.24751,0.46012,0.20385,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,5266.67,0.23219,0.34431,0.15364,0.85783,0.79116,0.83582,0.67611,0.2525,0.46035,0.21667,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,5455.16,0.23447,0.33962,0.157,0.8685,0.79518,0.83642,0.67679,0.2505,0.46735,0.20717,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,5642.65,0.23554,0.34153,0.15799,0.86677,0.79518,0.83481,0.67612,0.25199,0.47123,0.20615,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,5830.31,0.23993,0.3348,0.1622,0.86418,0.79213,0.83028,0.67628,0.25236,0.46264,0.20994,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,6017.74,0.24385,0.34159,0.15761,0.86933,0.80156,0.83057,0.67594,0.2551,0.45795,0.21523,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,6206.17,0.23833,0.33756,0.15594,0.87955,0.78715,0.83087,0.67311,0.25824,0.45711,0.21881,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,6393.77,0.23888,0.33142,0.15319,0.87339,0.79518,0.82779,0.66831,0.26358,0.45536,0.22583,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,6581.57,0.23258,0.32107,0.14425,0.87251,0.79706,0.82087,0.66461,0.26243,0.45975,0.23034,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,6769.14,0.22425,0.31383,0.14657,0.86908,0.7992,0.81781,0.66066,0.26399,0.46441,0.23413,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,6956.88,0.22185,0.3181,0.14472,0.88185,0.79518,0.8166,0.65994,0.26349,0.46713,0.23386,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,7145.79,0.22132,0.31473,0.14313,0.88544,0.7992,0.81615,0.65963,0.26238,0.46832,0.22872,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,7333.68,0.22865,0.30975,0.1458,0.89133,0.80321,0.8149,0.66113,0.26797,0.45705,0.25014,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,7521.63,0.21801,0.30981,0.1354,0.89321,0.80619,0.81486,0.65947,0.26994,0.45687,0.25216,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,7708.64,0.21371,0.30341,0.13721,0.8929,0.8036,0.81383,0.66131,0.27386,0.45005,0.25617,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,7897.69,0.20723,0.30509,0.13459,0.89694,0.7992,0.81081,0.65939,0.27442,0.4573,0.25637,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,8086.16,0.2132,0.30349,0.13531,0.8943,0.80321,0.81264,0.65977,0.2752,0.45993,0.25958,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,8275.74,0.22163,0.30349,0.13821,0.89628,0.79816,0.81374,0.6599,0.27624,0.45967,0.26095,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,8463.76,0.20563,0.29236,0.13062,0.89437,0.7992,0.81103,0.66048,0.28327,0.44577,0.29016,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,8652.01,0.20275,0.29329,0.13206,0.89053,0.7992,0.80833,0.65676,0.28358,0.45065,0.28504,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,8841.09,0.20003,0.29152,0.1245,0.88842,0.80321,0.81166,0.65926,0.27277,0.46606,0.25491,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,9030.37,0.1988,0.28632,0.12259,0.8973,0.80705,0.80941,0.65634,0.27879,0.45936,0.27352,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,9219.84,0.19974,0.29036,0.12525,0.89314,0.80557,0.80818,0.65495,0.27982,0.46041,0.27673,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,9410.3,0.20415,0.28871,0.12226,0.89141,0.80321,0.80729,0.65312,0.28015,0.46465,0.27176,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,9600.3,0.1899,0.27969,0.12399,0.89152,0.80321,0.80827,0.65467,0.27766,0.47045,0.27467,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,9787.85,0.19944,0.28593,0.12827,0.88366,0.7992,0.8078,0.65629,0.28265,0.45933,0.29261,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,9975.28,0.19132,0.28223,0.12448,0.87268,0.7992,0.80743,0.65659,0.28138,0.46287,0.29173,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,10162.5,0.20499,0.2837,0.12058,0.87698,0.80165,0.80548,0.65427,0.2796,0.46944,0.29054,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,10349.7,0.19238,0.27699,0.11092,0.87287,0.79965,0.80529,0.6528,0.28085,0.47132,0.28548,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,10537.3,0.18839,0.26566,0.11408,0.88459,0.79116,0.80473,0.6507,0.28295,0.46973,0.29052,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,10725.8,0.18276,0.26678,0.11402,0.88411,0.79116,0.80655,0.65199,0.28218,0.47689,0.28512,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,10912.9,0.18897,0.26655,0.11729,0.88343,0.78715,0.80546,0.65125,0.28308,0.47505,0.28272,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,11100.5,0.18937,0.27248,0.10808,0.88386,0.78715,0.80277,0.64881,0.28387,0.47639,0.28483,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,11288.7,0.18163,0.25983,0.10593,0.88249,0.78313,0.80174,0.64705,0.28557,0.47993,0.28978,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,11476.6,0.17856,0.25871,0.10539,0.88418,0.78313,0.79908,0.64522,0.2915,0.47939,0.29529,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,11664.1,0.17357,0.25802,0.10699,0.88563,0.77751,0.79789,0.64475,0.29186,0.4823,0.29638,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,11850.9,0.17592,0.25626,0.10516,0.88612,0.78123,0.79845,0.64447,0.29059,0.4823,0.29706,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,12038,0.17703,0.25429,0.10805,0.86819,0.79116,0.79674,0.64321,0.2909,0.48005,0.29692,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,12225.5,0.17144,0.24862,0.10504,0.88815,0.77912,0.79547,0.6417,0.29076,0.4819,0.29663,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,12412.5,0.16798,0.25292,0.10149,0.88606,0.7808,0.79513,0.64078,0.29391,0.47911,0.29965,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,12598.6,0.17363,0.25511,0.10236,0.87185,0.79116,0.79543,0.64175,0.289,0.48672,0.28634,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,12783.7,0.16964,0.24514,0.09735,0.88015,0.79518,0.79664,0.64348,0.28494,0.49866,0.28129,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,12969.4,0.16486,0.24441,0.09859,0.88582,0.79116,0.79758,0.64316,0.28701,0.49369,0.28396,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,13154.5,0.16228,0.24238,0.09919,0.88648,0.78403,0.79747,0.64458,0.28769,0.49442,0.28512,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,13340.4,0.15876,0.23855,0.09195,0.88695,0.78771,0.79633,0.64433,0.29752,0.47578,0.31699,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,13527.1,0.16176,0.23907,0.09401,0.89018,0.78715,0.79532,0.64399,0.29773,0.47713,0.31855,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,13712.6,0.16524,0.2378,0.09773,0.89144,0.79145,0.79491,0.6436,0.29865,0.47478,0.32017,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,13898.2,0.1838,0.25269,0.10157,0.88659,0.79116,0.79133,0.6402,0.2972,0.48228,0.31384,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,14083.7,0.1622,0.23467,0.09174,0.89137,0.7909,0.79451,0.64373,0.29773,0.48102,0.31443,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,14268.1,0.15283,0.22926,0.09011,0.8793,0.79116,0.79186,0.64244,0.30011,0.47761,0.32761,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,14453.1,0.15322,0.22866,0.09146,0.88743,0.79151,0.79319,0.64331,0.30025,0.48008,0.31972,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,14638.5,0.15028,0.22178,0.08966,0.88712,0.78715,0.79257,0.64248,0.29905,0.48295,0.31926,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,14823.7,0.15605,0.23552,0.09314,0.88766,0.79331,0.79055,0.64096,0.29957,0.48333,0.31907,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,15010.1,0.14694,0.22081,0.08395,0.89091,0.78716,0.79004,0.64148,0.30052,0.48186,0.31937,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,15201.9,0.14711,0.22019,0.08388,0.88639,0.78715,0.78888,0.64019,0.30218,0.47985,0.32041,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,15392.9,0.14213,0.21755,0.08197,0.8824,0.78715,0.78876,0.63868,0.30379,0.47816,0.32192,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,15583.4,0.14056,0.2163,0.08283,0.88212,0.78715,0.78991,0.63661,0.31039,0.46595,0.34974,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,15774.2,0.13933,0.22245,0.08464,0.88968,0.77727,0.7906,0.63671,0.31081,0.46722,0.35033,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,15964.6,0.14583,0.2197,0.08794,0.88979,0.77912,0.78979,0.63695,0.31209,0.46573,0.35049,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,16154.1,0.13998,0.21391,0.08799,0.88413,0.77912,0.78831,0.63628,0.31175,0.46854,0.3497,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,16342,0.14309,0.21419,0.08456,0.89252,0.77912,0.78766,0.63631,0.31122,0.4715,0.34813,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,16531.4,0.13938,0.21594,0.08524,0.88613,0.77912,0.7867,0.63672,0.3117,0.47213,0.3491,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,16722.1,0.13982,0.21708,0.08338,0.88507,0.78313,0.78682,0.6374,0.31153,0.47364,0.35268,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,16910.7,0.13691,0.21136,0.08097,0.87858,0.78313,0.78715,0.63646,0.31285,0.47451,0.35006,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,17096.4,0.13702,0.20908,0.07899,0.88029,0.78313,0.78801,0.63596,0.31293,0.47759,0.3507,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,17282.6,0.13113,0.2059,0.07462,0.87805,0.78313,0.78787,0.63444,0.31739,0.47387,0.35289,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,17468.3,0.13793,0.20409,0.07913,0.87684,0.78313,0.7882,0.63538,0.31847,0.47202,0.35131,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,17653.9,0.13662,0.2109,0.08149,0.87848,0.78313,0.78914,0.63594,0.31786,0.47567,0.35393,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,17839.2,0.13069,0.20393,0.07566,0.87628,0.78313,0.781,0.62807,0.31783,0.4795,0.35382,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,18023.9,0.12843,0.20632,0.077,0.88269,0.77912,0.78961,0.63536,0.31832,0.47549,0.35403,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,18208.5,0.12913,0.20207,0.07244,0.87807,0.77912,0.78818,0.63331,0.31738,0.47949,0.35506,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,18393.1,0.12633,0.19944,0.07459,0.87843,0.7751,0.78754,0.63295,0.32052,0.48127,0.35744,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
